Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"KBAL",12.99,12.97,"12.60 - 13.03",100,100,67866,100,"2:56pm - <b>12.98</b>","Kimball International, Inc."
"KBSF",0.40,0.38,"0.38 - 0.43",100,100,14300,300,"1:16pm - <b>0.38</b>","KBS Fashion Group Limited"
"KCAP",4.69,4.67,"4.67 - 4.73",100,6400,53642,100,"2:56pm - <b>4.68</b>","KCAP Financial, Inc."
"KE",13.30,13.27,"13.00 - 13.38",100,200,33416,100,"2:56pm - <b>13.30</b>","Kimball Electronics, Inc."
"KELYA",18.970,18.940,"18.760 - 19.160",100,200,16887,100,"2:56pm - <b>18.955</b>","Kelly Services, Inc."
"KELYB",22.56,18.16,N/A,100,1100,0,N/A,"9:30am - <b>18.01</b>","Kelly Services, Inc."
"KEQU",24.36,23.91,"23.90 - 24.36",100,100,4163,100,"2:36pm - <b>24.02</b>","Kewaunee Scientific Corporation"
"KERX",5.110,5.100,"5.060 - 5.220",2200,1600,800318,100,"2:56pm - <b>5.105</b>","Keryx Biopharmaceuticals, Inc."
"KEYW",10.91,10.89,"10.72 - 10.97",400,400,102973,100,"2:53pm - <b>10.90</b>","The KEYW Holding Corporation"
"KFFB",8.58,8.33,N/A,100,500,0,N/A,"9:30am - <b>8.33</b>","Kentucky First Federal Bancorp"
"KFRC",19.64,19.59,"19.52 - 20.08",400,300,44041,100,"2:50pm - <b>19.58</b>","Kforce, Inc."
"KGJI",2.27,2.26,"2.26 - 2.31",49500,38400,40593,100,"2:52pm - <b>2.27</b>","Kingold Jewelry Inc."
"KHC",88.5800,88.5700,"88.0600 - 88.9800",200,300,806236,200,"2:56pm - <b>88.5759</b>","The Kraft Heinz Company"
"KIN",5.05,4.94,"4.93 - 5.21",100,200,7992,100,"2:55pm - <b>4.98</b>","Kindred Biosciences, Inc."
"KINS",9.17,9.15,"9.10 - 9.23",200,500,7388,100,"2:43pm - <b>9.13</b>","Kingstone Companies, Inc"
"KIRK",12.46,12.42,"12.29 - 12.58",400,300,44001,100,"2:56pm - <b>12.46</b>","Kirkland's, Inc."
"KITE",54.87,54.75,"53.50 - 54.90",100,200,433844,100,"2:56pm - <b>54.84</b>","Kite Pharma, Inc."
"KLAC",68.91,68.90,"68.76 - 69.86",200,200,578118,100,"2:56pm - <b>68.91</b>","KLA-Tencor Corporation"
"KLIC",12.64,12.63,"12.55 - 12.76",100,100,64503,100,"2:56pm - <b>12.63</b>","Kulicke and Soffa Industries, I"
"KLRE",10.10,10.08,N/A,400,100,0,N/A,"3:06pm - <b>10.09</b>","KLR Energy Acquisition Corp."
"KLREU",10.4400,10.3900,N/A,200,200,0,N/A,"3:45pm - <b>10.4499</b>","KLR Energy Acquisition Corp."
"KLREW",0.33,0.31,"0.31 - 0.31",1000,4000,9300,500,"2:54pm - <b>0.31</b>","KLR Energy Acquisition Corp."
"KLXI",33.9300,33.8800,"33.6500 - 34.8330",100,100,219519,100,"2:56pm - <b>33.9199</b>","KLX Inc."
"KMDA",5.240,5.200,"4.988 - 5.240",100,100,83635,300,"2:37pm - <b>5.218</b>","Kamada Ltd."
"KMPH",4.58,4.45,"4.36 - 4.66",100,200,29996,100,"2:50pm - <b>4.54</b>","KemPharm, Inc."
"KNDI",5.55,5.54,"5.53 - 5.64",500,500,73417,100,"2:56pm - <b>5.54</b>","Kandi Technologies Group, Inc."
"KNSL",21.58,21.44,"20.43 - 21.75",100,100,127572,100,"2:55pm - <b>21.48</b>","Kinsale Capital Group, Inc."
"KONA",13.80,13.76,"13.57 - 13.93",100,100,48502,100,"2:56pm - <b>13.76</b>","Kona Grill, Inc."
"KONE",6.42,6.20,"5.97 - 6.56",100,1000,16061,100,"1:43pm - <b>6.36</b>","Kingtone Wirelessinfo Solution "
"KOOL",4.01,3.95,"3.95 - 4.08",200,1100,14132,100,"2:46pm - <b>3.96</b>","Cesca Therapeutics Inc."
"KOPN",2.120,2.110,"2.100 - 2.180",1600,600,82751,100,"2:54pm - <b>2.115</b>","Kopin Corporation"
"KOSS",2.17,2.06,"2.06 - 2.06",200,100,153,104,"9:30am - <b>2.06</b>","Koss Corporation"
"KPTI",9.32,9.29,"9.13 - 9.47",200,200,127151,100,"2:56pm - <b>9.31</b>","Karyopharm Therapeutics Inc."
"KRMA",15.38,15.34,"15.38 - 15.43",5000,5000,1041,100,"1:59pm - <b>15.38</b>","Global X Conscious Companies ET"
"KRNT",9.55,9.43,"9.09 - 9.52",300,100,24791,100,"2:54pm - <b>9.51</b>","Kornit Digital Ltd."
"KRNY",13.600,13.590,"13.580 - 13.760",1700,1600,256609,100,"2:55pm - <b>13.595</b>","Kearny Financial"
"KTCC",7.40,7.36,"7.36 - 7.40",200,400,2784,100,"2:36pm - <b>7.38</b>","Key Tronic Corporation"
"KTEC",11.85,10.05,"10.06 - 10.06",100,100,100,100,"9:30am - <b>10.06</b>","Key Technology, Inc."
"KTOS",6.60,6.59,"6.55 - 6.72",200,500,357321,100,"2:56pm - <b>6.60</b>","Kratos Defense & Security Solut"
"KTOV",3.290,3.280,"3.225 - 3.340",100,400,120403,100,"2:50pm - <b>3.285</b>","Kitov Pharmaceuticals Holdings "
