Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"AA-",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"AAMC",15.80,15.00,"15.02 - 17.06",300,1000,19944,600,"3:37pm - <b>15.56</b>","Altisource Asset Management Cor"
"AAU",1.41,1.40,"1.38 - 1.43",1100,700,154003,1000,"3:49pm - <b>1.38</b>","Almaden Minerals, Ltd. Common S"
"ABE",13.06,12.35,"12.36 - 12.79",200,800,1181,100,"3:50pm - <b>12.70</b>","Aberdeen Emerging Markets Compa"
"ACU",22.08,21.74,"21.19 - 21.90",100,200,2736,100,"2:39pm - <b>21.90</b>","Acme United Corporation. Common"
"ACY",9.48,8.90,"8.90 - 9.39",300,700,9925,212,"3:02pm - <b>9.01</b>","AeroCentury Corp. Common Stock"
"ADGE",0.280,0.262,"0.262 - 0.280",1000,400,2705,100,"3:34pm - <b>0.265</b>","American DG Energy Inc. Common "
"ADK",2.1500,2.0600,"2.0200 - 2.1000",200,5000,8263,356,"3:39pm - <b>2.0842</b>","Adcare Health Systems Inc Commo"
"ADK-A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"AE",36.68,35.00,"34.66 - 36.03",100,200,1573,100,"3:50pm - <b>34.66</b>","Adams Resources & Energy, Inc. "
"AFCO",7.79,7.75,"7.43 - 7.79",200,600,355315,100,"3:51pm - <b>7.77</b>","American Farmland Company Commo"
"AIII",1.33,1.29,"1.20 - 1.48",100,100,120318,100,"3:47pm - <b>1.28</b>","ACRE Realty Investors, Inc. Com"
"AINC",49.95,47.10,"47.85 - 49.37",200,100,1293,100,"1:05pm - <b>49.37</b>","Ashford Inc. Common Stock"
"AIRI",4.6200,4.5500,"4.5500 - 4.6130",100,1300,2782,275,"3:05pm - <b>4.6032</b>","Air Industries Group Common Sto"
"AKG",4.18,4.17,"4.15 - 4.38",1900,1000,216672,100,"3:50pm - <b>4.17</b>","Asanko Gold Inc."
"ALN",0.64,0.62,"0.60 - 0.64",700,500,196908,500,"3:00pm - <b>0.63</b>","American Lorain Corporation Com"
"AMPE",0.8381,0.8300,"0.8030 - 0.9084",1000,2100,848897,100,"3:50pm - <b>0.8199</b>","Ampio Pharmaceuticals, Inc."
"AMS",3.10,3.07,"3.05 - 3.15",2600,200,10388,100,"3:50pm - <b>3.09</b>","American Shared Hospital Servic"
"APHB",1.48,1.45,"1.45 - 1.55",200,3500,77045,100,"3:32pm - <b>1.46</b>","AmpliPhi Biosciences Corporatio"
