Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"HEWW",23.32,23.24,N/A,1500,2000,0,N/A,"8:00pm - <b>23.12</b>","iShares Currency Hedged MSCI Me"
"HEWY",24.91,24.75,N/A,1100,3500,0,N/A,"8:00pm - <b>25.19</b>","iShares Currency Hedged MSCI So"
"HEZU",24.54,24.53,"24.49 - 24.60",73100,900,409970,400,"3:34pm - <b>24.53</b>","iShares Currency Hedged MSCI Eu"
"HFEZ",32.47,32.35,"32.38 - 32.45",100,1100,5170,1100,"12:47pm - <b>32.38</b>","SPDR EURO STOXX 50 Currency Hed"
"HFXE",17.76,17.66,N/A,1100,4100,0,N/A,"8:00pm - <b>17.65</b>","IQ 50 Percent Hedged FTSE Europ"
"HFXI",18.0700,17.8900,"18.0373 - 18.0799",1000,500,3019,554,"3:12pm - <b>18.0799</b>","IQ 50 Percent Hedged FTSE Inter"
"HFXJ",17.35,17.34,"17.34 - 17.35",300,100,374,145,"2:37pm - <b>17.34</b>","IQ 50 Percent Hedged FTSE Japan"
"HGEU",35.85,35.71,"35.95 - 35.95",300,100,200,100,"9:30am - <b>35.95</b>","ProShares Hedged FTSE Europe ET"
"HGI",14.99,14.88,"15.01 - 15.03",200,3300,1938,100,"9:38am - <b>15.02</b>","Guggenheim International Multi-"
"HGJP",29.7100,29.5100,N/A,100,200,73,N/A,"8:00pm - <b>29.8414</b>","ProShares Hedged FTSE Japan ETF"
"HHYX",25.73,25.46,N/A,4000,4000,0,N/A,"8:00pm - <b>25.57</b>","iShares Currency Hedged Interna"
"HILO",13.60,13.51,"13.61 - 13.64",200,100,701,100,"11:07am - <b>13.61</b>","EGShares EM Quality Dividend ET"
"HIPS",17.76,17.66,"17.82 - 17.84",100,1000,723,200,"11:24am - <b>17.82</b>","Master Income ETF"
"HJPX",22.53,22.17,N/A,100,100,0,N/A,"8:00pm - <b>22.39</b>","iShares Currency Hedged JPX-Nik"
"HOLD",104.38,94.43,N/A,100,400,0,N/A,"8:00pm - <b>99.45</b>","AdvisorShares Sage Core Reserve"
"HOML",25.5000,22.7800,N/A,900,500,0,N/A,"8:00pm - <b>23.0109</b>","ETRACS Monthly Reset 2xLeverage"
"HREX",42.29,42.12,N/A,400,400,0,N/A,"4:00pm - <b>42.33</b>","SPDR MSCI International Real Es"
"HSCZ",24.41,24.38,"24.42 - 24.42",1000,500,4980,2000,"9:30am - <b>24.42</b>","iShares Currency Hedged MSCI EA"
"HSPX",44.55,44.45,"44.45 - 44.78",2300,1400,8307,1400,"3:20pm - <b>44.53</b>","Horizons S&P 500 Covered Call"
"HTUS",26.23,26.20,"26.19 - 26.28",4800,200,2949,293,"1:31pm - <b>26.20</b>","Hull Tactical US ETF"
"HUSE",38.0500,37.8500,"38.0572 - 38.0572",3900,3900,3925,3925,"9:50am - <b>38.0572</b>","US Market Rotation Strategy ETF"
"HUSV",20.77,20.20,"19.85 - 20.77",100,100,6402,4428,"2:54pm - <b>19.85</b>","First Trust Exchange-Traded Fun"
"HVPW",19.8000,19.7800,"19.7001 - 19.8262",100,100,12918,546,"2:16pm - <b>19.7001</b>","U.S. Equity High Volatility Put"
"HYD",32.27,32.26,"32.26 - 32.29",100,800,149270,200,"3:33pm - <b>32.28</b>","VanEck Vectors High Yield Munic"
"HYDD",22.1900,22.1500,"22.0500 - 22.1000",500,500,1159,454,"1:07pm - <b>22.0834</b>","Direxion Daily High Yield Bear "
"HYEM",24.5200,24.5000,"24.4400 - 24.5700",600,400,68652,300,"3:35pm - <b>24.4994</b>","VanEck Vectors Emerging Markets"
"HYG",86.350,86.340,"86.310 - 86.680",6300,5000,3655658,100,"3:35pm - <b>86.345</b>","iShares iBoxx $ High Yield Corp"
"HYGH",87.32,87.13,"87.38 - 87.41",100,4000,1743,317,"3:10pm - <b>87.38</b>","iShares Interest Rate Hedged Hi"
"HYLD",35.0500,34.9700,"34.9508 - 35.0900",200,400,12505,208,"3:33pm - <b>34.9948</b>","Peritus High Yield ETF"
"HYMB",59.4200,59.3300,"59.3000 - 59.4050",100,600,38116,137,"3:27pm - <b>59.3385</b>","SPDR Nuveen S&P High Yield Muni"
"HYS",98.77,98.71,"98.65 - 99.14",100,600,121361,100,"3:34pm - <b>98.72</b>","PIMCO 0-5 Year High Yield Corpo"
"IAI",40.9300,40.8900,"40.8097 - 41.4200",1300,2600,8308,113,"3:23pm - <b>40.9047</b>","iShares U.S. Broker-Dealers & S"
"IAK",52.22,52.18,"52.08 - 52.39",2600,1700,5935,100,"3:29pm - <b>52.24</b>","iShares U.S. Insurance ETF"
"IAT",34.53,34.51,"34.45 - 34.94",12300,12000,67923,100,"3:34pm - <b>34.53</b>","iShares U.S. Regional Banks ETF"
"IAU",12.89,12.88,"12.88 - 12.94",107800,182400,3344532,1300,"3:35pm - <b>12.89</b>","ishares Gold Trust"
"IBCC",24.8000,24.7800,"24.7601 - 24.7938",300,100,2005,259,"2:14pm - <b>24.7601</b>","iShares iBonds Mar 2018 Term Co"
"IBCD",24.94,24.89,"24.88 - 24.96",100,100,11153,100,"2:50pm - <b>24.94</b>","iShares iBonds Mar 2020 Term Co"
"IBCE",25.14,25.03,"25.05 - 25.18",100,100,2824,100,"2:22pm - <b>25.13</b>","iShares iBonds Mar 2023 Term Co"
"IBDB",N/A,N/A,"25.72 - 25.74",N/A,N/A,36838,100,"2:49pm - <b>25.74</b>","iShares iBonds Mar 2018 Term Co"
"IBDC",26.47,26.44,"26.46 - 26.54",100,100,5151,500,"2:49pm - <b>26.48</b>","iShares iBonds Mar 2020 Term Co"
"IBDD",27.2500,27.2000,"27.1800 - 27.2500",600,100,1288,206,"2:14pm - <b>27.2443</b>","iShares iBonds Mar 2023 Term Co"
"IBDF",25.05,25.01,"25.02 - 25.04",200,500,6903,200,"1:08pm - <b>25.02</b>","iShares iBonds Dec 2016 Term Co"
"IBDH",N/A,N/A,"25.27 - 25.29",N/A,N/A,26540,112,"3:32pm - <b>25.28</b>","iShares iBonds Dec 2018 Term Co"
"IBDJ",24.930,24.910,"24.890 - 24.950",100,100,13393,173,"3:26pm - <b>24.919</b>","iShares iBonds Dec 2017 Term Co"
"IBDK",N/A,N/A,"25.130 - 25.210",N/A,N/A,29033,300,"3:27pm - <b>25.179</b>","iShares iBonds Dec 2019 Term Co"
"IBDL",25.76,25.73,"25.75 - 25.78",100,500,22687,400,"3:32pm - <b>25.77</b>","iShares iBonds Dec 2020 Term Co"
"IBDM",25.3300,25.3000,"25.3225 - 25.3800",100,700,18811,483,"3:23pm - <b>25.3296</b>","iShares iBonds Dec 2021 Term Co"
"IBDN",25.62,25.55,"25.51 - 25.59",100,100,38762,520,"3:32pm - <b>25.58</b>","iShares iBonds Dec 2022 Term Co"
"IBDO",25.70,25.65,"25.65 - 25.71",1000,100,28385,100,"3:19pm - <b>25.66</b>","iShares iBonds Dec 2023 Term Co"
"IBDP",25.6000,25.5600,"25.5400 - 25.6400",100,400,20638,100,"3:32pm - <b>25.6299</b>","iShares iBonds Dec 2024 Term Co"
"IBDQ",25.6700,25.6100,"25.5750 - 25.6874",100,100,15819,160,"2:27pm - <b>25.6874</b>","iShares iBonds Dec 2025 Term Co"
"IBDR",25.34,25.20,"25.27 - 25.34",600,100,2625,245,"3:08pm - <b>25.34</b>","iShares iBonds Dec 2026 Term Co"
