Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"PFXF",20.850,20.840,"20.846 - 20.880",10000,200,92698,340,"3:24pm - <b>20.848</b>","VanEck Vectors Preferred Securi"
"PGAL",9.87,9.84,"9.78 - 9.85",300,300,1423,100,"12:23pm - <b>9.85</b>","Global X FTSE Portugal 20 ETF"
"PGD",49.03,48.34,N/A,1500,1000,0,N/A,"9:30am - <b>48.91</b>","iPath Asian and Gulf Currency R"
"PGF",19.1300,19.1200,"19.1100 - 19.1700",1300,800,274011,1010,"3:37pm - <b>19.1199</b>","PowerShares Financial Preferred"
"PGHY",24.3500,24.2300,"24.1860 - 24.3500",400,100,8620,160,"3:14pm - <b>24.3399</b>","PowerShares Global Short Term H"
"PGJ",33.18,33.11,"33.05 - 33.42",4300,2600,13874,100,"3:25pm - <b>33.11</b>","PowerShares Golden Dragon China"
"PGM",21.88,19.90,N/A,100,200,90,N/A,"8:00pm - <b>22.00</b>","iPath Bloomberg Platinum Subind"
"PGX",15.2200,15.2100,"15.2100 - 15.2701",59000,9200,1463324,435,"3:36pm - <b>15.2199</b>","PowerShares Preferred Portfolio"
"PHB",18.750,18.740,"18.740 - 18.800",8100,5200,219708,600,"3:36pm - <b>18.748</b>","PowerShares High Yield Corporat"
"PHDG",23.79,23.75,"23.75 - 23.98",100,5800,29358,318,"2:56pm - <b>23.77</b>","PowerShares S&P 500 Downside He"
"PHO",24.32,24.30,"24.25 - 24.39",4000,8800,84810,508,"3:36pm - <b>24.30</b>","PowerShares Water Resource Port"
"PHYS",11.10,11.09,"11.07 - 11.15",15900,20200,637026,100,"3:37pm - <b>11.10</b>","Sprott Physical Gold Trust ETV"
"PICB",26.8200,26.7700,"26.6200 - 26.8400",100,100,26736,167,"3:20pm - <b>26.8004</b>","PowerShares International Corpo"
"PICK",11.41,11.39,"11.35 - 11.43",21300,2000,78554,100,"3:36pm - <b>11.39</b>","iShaes MSCI Global Select Metal"
"PID",14.40,14.39,"14.39 - 14.47",15100,39600,246592,200,"3:36pm - <b>14.40</b>","PowerShares Intl Dividend Achie"
"PIE",16.20,16.19,"16.19 - 16.26",6700,3400,119953,100,"3:37pm - <b>16.21</b>","PowerShares DWA Emerging Market"
"PILL",28.05,27.93,N/A,500,500,56,N/A,"8:00pm - <b>28.45</b>","Direxion Daily Pharmaceutical &"
